일자,시간,제목,CODE
2020/04/22,09:30,변동성 장세, 믿을 수 있는 대환대출상품으로 갈아타자 - 한국스탁론,'001740/003690/083420/180640/272210
2020/04/22,09:05,순간포착! 손바뀜이 확실하게 일어났다!,'010820/037950/000020/272210/047810
2020/04/22,07:25,【전문가추천】 오늘 (22일) 꼭 매수해야 좋은 종목 TOP3,'053980/032860/272210/069460/065170
2020/04/22,01:08,종합대상 NH투자證, 2년 연속 왕좌…주식·채권·IPO 성과 돋보여,'005940/034020/267260/272210/018880
2020/04/21,20:25,【전문가추천】 내일 (22일) 꼭 매수해야 좋은 종목 TOP3,'000020/008970/065170/272210/200230
2020/04/21,13:22,■ 전기차, 2차전지관련주 중 수익 제대로 내 줄 종목은?,'065450/003010/272210/103140/000020
2020/04/21,11:11,<유>한화시스템, 현재가 5.82% 급락,'272210
2020/04/21,11:05,한화시스템(272210) 전일대비 14.83%,'272210
2020/04/21,10:48,포메탈(119500)  +17.10%, 한화시스템 +9.93%, 한화에어로스페이스 +8.97%, 솔트웍스 +9.17%, LIG넥스원 +6.48%,'119500/272210/230980/012450/079550
2020/04/21,10:47,'한화시스템' 5% 이상 상승, 전일 외국인 대량 순매수,'272210
2020/04/21,10:46,<유>한화시스템, 전일 대비 9.44% 상승.. 일일회전율은 0.34% 기록,'272210
2020/04/21,10:40,부진한 철강주, 3분기부터 수요 개선 등에 업고 빛날까?,'019170/137950/020560/272210/041140
2020/04/20,12:49,[fnRASSI]한화시스템, 5.45% 오르며 거래량 증가,'272210
2020/04/20,10:05,'한화시스템' 5% 이상 상승, 안전하고 편안한 성장 - 대신증권, BUY(신규),'272210
2020/04/20,09:38,한화시스템(272210)  소폭 상승세 +3.50%, 나흘째 상승,'272210
2020/04/17,10:33,[리포트 브리핑]한화시스템, '안전하고 편안한 성장' 목표가 10,000원 - 대신증권,'272210
2020/04/17,08:22,'[개장전] 증권사 추천주(04/17),'035720/041510/160550/272210/051900
2020/04/17,07:31,한화시스템, 안정적인 외형확장 기대..목표가 1만원-대신,'272210
2020/04/16,12:37,한화시스템(272210)  소폭 상승세 +3.25%,'272210
2020/04/13,14:54,현대차·한화, 미래 건 '에어택시' 개발…시장성도 입증,'005380/272210
2020/04/09,16:19,코로나에 전시회 취소·연기…상반기 '장사' 난감해진 방산업계,'012450/272210/079550/047810
2020/04/09,08:06,1분기 자사주 취득 상장사 358개, 2018년 수준 넘어,'013890/272210/091700/033290/151860
2020/04/08,08:34,증권사 신규추천 종목,'272210/051900
2020/04/08,07:16,[e공시 눈에 띄네] 코스피-7일,'044820/272210/001250/090080/071050
2020/04/07,16:29,한화시스템, 대한항공 외 6개사에 332억 규모 선급금 지급 결정,'272210
2020/04/07,16:27,한화시스템, 333억 규모 선급금 지급 결정,'272210
2020/04/07,16:11,한화시스템(주) 선급금 지급 결정,'272210
2020/04/06,18:36,장 마감 후 기업공시 [4월6일],'272210/140910/003280/011210/051600
2020/04/06,11:10,"`집밥` 문화 수혜주 노려라"…대비는 4년 고정 연 3%대 금리로,'272210/051910/137950/058610/089790
2020/04/06,10:30,본인자산의 400% 집중투자, 이제 이용료 없이 편리하게 이용 - 한국스탁론,'010600/011390/026890/123690/272210
2020/04/02,09:05,'한화시스템' 5% 이상 상승, 보험코어구축 프로젝트 2단계(보험코어 개발) 1,007억원 (매출액대비 6.5%),'272210
2020/04/02,02:45,[유가증권 기업공시] (1일) 해성산업 등,'034810/272210/096760/014790/097230
2020/04/01,16:39,한화시스템, 1007억 규모 보험코어 개발 계약 체결,'272210
2020/04/01,16:36,한화시스템, 1007억 규모 보험코어 구축 계약 체결,'272210
2020/04/01,16:34,한화시스템 수주공시 - 보험코어구축 프로젝트 2단계(보험코어 개발) 1,007억원 (매출액대비 6.5%),'272210
2020/04/01,16:31,한화시스템, 1,006.98억원 규모 공급계약(보험코어구축 프로젝트 2단계(보험코어 개발)) 체결,'272210
2020/04/01,16:31,한화시스템(주) 단일판매ㆍ공급계약체결,'272210
2020/04/01,14:53,오후장★테마동향,'004410/195500/011150/272210/010280
2020/04/01,10:45,[리포트 브리핑]한화시스템, '코로나19 사태로 영향을 받는사업은 전체의 10% 미만' 목표가 8,200원 - NH투자증권,'272210
2020/04/01,10:21,<유>한화시스템, 전일 대비 7.91% 상승.. 일일회전율은 0.35% 기록,'272210
2020/04/01,10:18,한화시스템(272210)  소폭 상승세 +5.93%, 7거래일째 상승,'272210
2020/04/01,09:18,'한화시스템' 5% 이상 상승, 주가 상승 흐름, 단기 이평선 정배열, 중기 이평선 역배열,'272210
2020/04/01,08:18,한화시스템, 코로나19로 실적 악화 제한적 ‘매수’-NH투자,'272210
2020/03/31,10:00,한화시스템(272210)  상승폭 확대 +7.57%, 엿새째 상승,'272210
2020/03/31,09:58,<유>한화시스템, 전일 대비 7.11% 상승.. 일일회전율은 0.21% 기록,'272210
2020/03/31,09:15,'한화시스템' 5% 이상 상승, 전일 외국인 대량 순매수,'272210
2020/03/30,12:16,한화시스템(272210)  소폭 상승세 +3.02%, 닷새째 상승,'272210
2020/03/30,10:00,'디지털 전환' 특명…한화시스템, 글로벌 블록체인社 투자,'272210/000880/003530/009830/088350
2020/03/27,17:55,한화시스템, 지난사업연도 연결 영업이익 857.61억원,'272210
2020/03/27,10:15,전기차 생산 차질에 2차전지주 약세…나중을 생각한다면 지금이?,'180640/042700/336260/003620/272210
2020/03/26,11:58,<유>한화시스템, 전일 대비 7.42% 상승.. 일일회전율은 0.67% 기록,'272210
2020/03/26,11:58,한화시스템(272210)  상승폭 확대 +7.25%,'272210
2020/03/26,10:20,약세 보이는 전기차 관련주···코로나 이후를 준비한다면 지금이 기회?,'180640/042700/336260/003620/272210
2020/03/26,06:00,방산업계, 코로나에도 실적 오른다? '방위력 개선비'가 뭐길래,'012450/047810/079550/272210
2020/03/25,11:10,"금융주 IMF 사태 때 보다 저평가"…대비는 4년 고정 연 3.99% 금리로,'033050/322510/037270/045520/272210
2020/03/25,09:27,SGA(049470)  +15.71%, SGA솔루션즈 +11.43%, 한화시스템 +8.98%, 롯데정보통신 +7.58%,'049470/184230/272210/286940
2020/03/25,09:11,'한화시스템' 5% 이상 상승, 전일 외국인 대량 순매수,'272210
2020/03/25,09:02,한화시스템, 7.42% 상승 출발...,'272210
2020/03/24,16:39,한화시스템(주) (정정)자기주식 취득 결정,'272210
2020/03/24,14:36,한화시스템, 주식등의 대량보유자 소유주식수 변동,'272210
2020/03/24,14:17,한화시스템(272210)  상승폭 확대 +7.61%,'272210
2020/03/24,10:19,한화시스템, 7.19% 상승중... 긴 하락 구간에서 주가 급등,'272210
2020/03/24,10:12,<유>한화시스템, 전일 대비 7.19% 상승.. 일일회전율은 0.17% 기록,'272210
2020/03/23,17:51,한화시스템, 6억 규모 자사주 취득 결정,'272210
2020/03/23,17:45,한화시스템, 보통주 108,544주(5.59억원) 규모 자사주 취득 결정,'272210
2020/03/23,17:44,한화시스템(주) 자기주식 취득 결정,'272210
2020/03/23,16:56,한화시스템(주) 정기주주총회결과,'272210
2020/03/23,13:52,현대중·대우조선·한화시스템, 해군 전투력 강화 박차,'009540/042660/272210
2020/03/23,07:55,[증시일정] 한솔제지·한화시스템·광주신세계 정기 주총 등,'004830/088350/213500/272210
2020/03/20,11:22,한화시스템, 전일대비 7.74% 올라... 차트 하락세 중 상승 전환,'272210
2020/03/20,11:18,<유>한화시스템, 전일 대비 7.12% 상승.. 일일회전율은 0.24% 기록,'272210
2020/03/20,11:12,'한화시스템' 5% 이상 상승, 주가 반등 시도, 단기·중기 이평선 역배열,'272210
2020/03/20,11:09,한화시스템(272210)  소폭 상승세 +5.06%,'272210
2020/03/19,17:38,오파스넷, 한화시스템에 49억원 규모 부품공급 계약,'173130/272210
2020/03/19,16:44,오파스넷, 한화시스템과 49억 규모 공급계약,'173130/272210
2020/03/19,09:14,<유>한화시스템, 장중 신저가 기록.. 5,740→5,500(▼240),'272210
2020/03/18,20:32,한화시스템, '코로나19'에 협력사 상생워크숍 컨콜 대체,'272210
2020/03/18,14:56,한화시스템, 코로나19 여파 ‘협력사 상생워크숍’ 컨퍼런스콜로 대체,'000880/272210
2020/03/18,11:54,한화시스템, 협력사 워크숍 전화회의로…사회적 거리두기 동참,'272210
2020/03/18,11:04,한화시스템, 협력사 상생워크숍 컨퍼런스콜로 대체,'272210
2020/03/18,09:59,한화시스템, 협력사 워크숍 전화회의로 대체…사회적 거리두기 동참,'000880/272210
2020/03/18,09:52,<유>한화시스템, 장중 신저가 기록.. 6,050→6,040(▼10),'272210
2020/03/18,09:52,한화시스템, '협력사 상생워크숍' 컨퍼런스콜로 대체,'272210
2020/03/18,09:19,한화시스템, '협력사 워크숍' 온라인 대체…"사회적 거리두기" 동참,'272210
2020/03/18,09:03,한화시스템, 상생워크숍 컨퍼런스콜로 대체…사회적 거리두기 동참,'000880/272210
2020/03/18,08:59,한화시스템, `협력사 상생워크숍` 컨퍼런스콜로 대체…`사회적 거리두기` 캠페인 동참,'272210
2020/03/18,08:42,한화시스템 '협력사 상생워크숍' 컨퍼런스콜로 대체,'272210
2020/03/18,08:10,한화에어로스페이스, 방산·항공도 수익성 우려…목표가↓-KB,'012450/272210/000880
2020/03/16,10:02,'한화시스템' 5% 이상 상승, 외국인, 기관 각각 4일 연속 순매수, 4일 연속 순매도,'272210
2020/03/16,09:51,한화시스템(272210)  소폭 상승세 +3.45%,'272210
2020/03/13,20:49,[IRFOCUS] 정기주주총회 개최 및 참여안내,'272210
2020/03/13,16:06,한화시스템(주) 감사보고서 제출,'272210
2020/03/13,09:27,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2020/03/12,10:30,【야호스탁 1년고정 3.69%】 추가 자금 활용하여 주가 상승 예상 종목 매입해볼까?,'004540/021050/272210/042700/051160
2020/03/12,10:16,<유>한화시스템, 장중 신저가 기록.. 7,210→7,030(▼180),'272210
2020/03/11,13:56,<유>한화시스템, 장중 신저가 기록.. 7,300→7,250(▼50),'272210
2020/03/09,09:24,<유>한화시스템, 장중 신저가 기록.. 8,000→7,750(▼250),'272210
2020/03/05,15:07,신약 가치 재부각! 2차 급등종목은?!,'138080/178320/195440/272210/297570
2020/03/05,11:41,한화, 한화생명 라이프파크 연수원 치료센터로 제공…삼성·LG 이어 세번째,'000880/272210/009830
2020/03/04,15:06,한화그룹 주요 계열사, 코로나19 확산 방지 위해 `사회적 거리두기` 캠페인,'000880/009830/272210
2020/03/04,14:42,한화, 코로나 '사회적 거리두기' 캠페인 동참…휴가·재택 확대,'009830/088350/003530/272210
2020/03/03,10:15,버티며 힘 비축해야 할 때…그래도 탈출구는 있다?,'065950/272210/065130/002070/066310
2020/03/02,18:24,코로나19 막아낸 방산업계… 실적 호조,'000880/012450/047810/079550/272210
2020/03/02,10:20,관망하며 버텨야···인터넷과 게임주에는 관심을,'065950/272210/065130/002070/066310
2020/02/28,14:25,빅텍, 한화시스템에 77억 규모 미사일 제어보드 공급,'065450/272210
2020/02/28,14:02,빅텍, 한화시스템과 77억 규모 계약 체결,'065450/272210
2020/02/28,09:32,<유>한화시스템, 장중 신저가 기록.. 8,280→8,000(▼280),'272210
2020/02/27,13:31,【주식매입자금 4년고정 3.99%】골드스탁 매수불가 모든 종목 협의 가능,'053110/003280/272210/226950/214260
2020/02/27,13:10,[리포트 브리핑]한화시스템, '한화그룹의 미래' 목표가 12,000원 - 신한금융투자,'272210
2020/02/27,10:50,<유>한화시스템, 장중 신저가 기록.. 8,590→8,550(▼40),'272210
2020/02/27,09:02,한화시스템, 방산 매출액 연평균 13% 성장 전망,'272210
2020/02/27,08:46,한화시스템, 배당확대·M&A 통한 성장 기대-신한금투,'272210
2020/02/27,08:29,한화시스템, 한화그룹의 미래 ‘매수’-신한금융,'272210
2020/02/27,08:25,[퀵리포트] 한화시스템, "매수"..목표가 1만2000원 신규제시-신한금투,'272210
2020/02/26,10:26,<유>한화시스템, 장중 신저가 기록.. 8,790→8,590(▼200),'272210
2020/02/25,14:01,오후장 기술적 분석 특징주 B(코스피),'009070/004370/023150/030720/272210
2020/02/25,13:20,<유>한화시스템, 장중 신저가 기록.. 8,830→8,810(▼20),'272210
2020/02/25,11:05,빅텍, 한화시스템과 100억 공급 계약,'065450/272210
2020/02/25,10:53,빅텍, 한화시스템과 100억 상당 방위사업 계약 체결,'065450/272210
2020/02/25,10:42,빅텍, 한화시스템과 100억 규모 공급계약,'065450/272210
2020/02/21,16:00,한화에어로스페이스, 지난해 영업익 1652억원…전년비 210%↑,'000880/012450/272210
2020/02/21,16:00,한화에어로, 지난해 영업익 전년비 210.5% ↑ 1652억..."역대 최고 실적",'000880/012450/272210
2020/02/21,11:33,[리포트 브리핑]한화시스템, 'Steady Wins the Race' 목표가 14,000원 - 한화투자증권,'272210
2020/02/21,11:22,[IR정보] 한화시스템, 2019년 4분기 기업설명회(국내),'272210
2020/02/21,10:11,항공산업 4社, 해외시장 개척 '원 팀' 뭉쳤다,'012450/047810/079550/272210
2020/02/21,09:42,KAI, LIG넥스원 등 협력사와 '수출경쟁력 확보' 힘 합친다,'012450/272210/079550/095190
2020/02/21,09:00,KAI-협력사 대표 한자리…시장 공동개척·신규수주 협력 약속,'079550/272210/012450/095190
2020/02/21,08:23,“수출경쟁력 제고 총력”… KAI, 한화·LIG·중소협력사와 뭉쳤다,'047810/272210/079550
2020/02/20,10:56,[IRFOCUS] IR큐더스, 창립 20주년 맞아 주주소통형 IR Page 출시,'272210
2020/02/20,10:50,코로나19 무더기 확진에…TK지역 정유ㆍ화학ㆍ방산업체 '비상','298020/079550/272210/120110/096770
2020/02/20,09:17,키움증권 “한화시스템, 성장 기조 유지하지만 올해 수주 규모 감소 예상”,'272210/012450
2020/02/20,08:34,[오늘의 관심주] CMG제약, 농심, 한화시스템,'058820/004370/272210
2020/02/20,07:10,기업공시[2월 19일],'012170/272210/001020/031820/000720
2020/02/20,00:45,[코스닥 기업공시] (19일) 아리온 등,'058220/065150/215090/272210/161580
2020/02/19,18:19,장 중 기업공시[2월 19일],'012170/272210/001020/031820/000720
2020/02/19,17:03,증시요약(4) - 특징 종목(코스피),'241590/308170/035720/003960/272210
2020/02/19,14:56,오후장 특징주★(코스피),'033530/272210
2020/02/19,14:38,한화시스템(272210)  소폭 상승세 +3.24%, 외국계 매수 유입,'272210
2020/02/19,14:12, 유니맥스글로벌, 한화시스템과 28억 규모 부품 공급계약 체결,'215090/272210
2020/02/19,13:59,한화시스템, 주당 310원 현금배당 결정,'272210
2020/02/19,13:56,한화시스템(주) 주주총회소집결의,'272210
2020/02/19,13:51,한화시스템, 1주당 310원 현금배당 결정,'272210
2020/02/19,13:42,한화시스템, 주당 310원 현금배당 결정,'272210
2020/02/19,13:40,한화시스템, 보통주 1주당 310원 현금배당,'272210
2020/02/19,13:29,한화시스템, 주당 310원 현금배당 결정,'272210
2020/02/19,13:29,한화시스템(주) 현금ㆍ현물 배당 결정,'272210
2020/02/19,08:05,[오늘의 증시] 페이퍼코리아 주주총회ㆍ롯데하이마트 IR,'272210/071840/000810/001020
2020/02/17,15:17,한화, 첨단기술 앞세워 방산·소재·태양광사업 경쟁력 끌어올린다,'000880/012450/272210/009830
2020/02/17,09:04,[0217 개장체크] 중국의 총력전 성공여부를 주목,'084990/089590/272210/005380/180640
2020/02/17,09:03,[0217 개장체크] 중국의 총력전 성공여부를 주목,'084990/089590/272210/005380/180640
2020/02/16,20:37,한화시스템, 美 오버에어와 전기식 수직이착륙 에어택시 공동개발,'272210
2020/02/16,13:01,美 오버에어 손잡은 한화시스템, '에어택시' 개발 본격화,'000880/272210
2020/02/16,10:52,한화시스템도 난다…오버에어와 '에어택시' 공동개발,'272210
